Muestra,TipoDI,Garantia,EstadoActual,Cobertura,Producto,Intermediario,ValorDesembolso,SaldoCredito,SaldoGarantizado,Incumplimiento,FechaAnulacion,Reactivacion,Ciudad,%Comision,TotalComision
DI - Banco Finandina,Demanda,7557908,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,75694250,75694250,37847125,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,4.56,4107473
DI - Banco Finandina,Demanda,7557930,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,102954086,95960958,47980479,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.45,12802855
DI - Banco Finandina,Demanda,7653936,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,92596448,86305758,43152879,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,12848128
DI - Banco Finandina,Demanda,7654274,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,80370676,75885461,37942731,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,11276086
DI - Banco Finandina,Demanda,7654300,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,82702783,78670138,39335069,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,11475342
DI - Banco Finandina,Demanda,7655484,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,73183586,69041652,34520826,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,10267730
DI - Banco Finandina,Demanda,7704450,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,60768642,57933531,28966766,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,8525901
DI - Banco Finandina,Demanda,7704452,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,64442209,62851798,31425899,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,8941614
DI - Banco Finandina,Demanda,7704455,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,59723437,56054965,28027483,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,8286866
DI - Banco Finandina,Demanda,7704457,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,42543219,38227578,19113789,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,5903042
DI - Banco Finandina,Demanda,7704458,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,27218191,26226379,13113190,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,3818739
DI - Banco Finandina,Demanda,7704462,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,59002083,56315517,28157759,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,8186775
DI - Banco Finandina,Demanda,7704465,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,57755472,54533717,27266859,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,8013803
DI - Banco Finandina,Demanda,7704471,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,101012901,96342945,48171473,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,14172211
DI - Banco Finandina,Demanda,7704472,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,69191168,68263666,34131833,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,9707590
DI - Banco Finandina,Demanda,7704475,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,14980171,14243522,7121761,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,2078559
DI - Banco Finandina,Demanda,7704492,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,61243672,58448350,29224175,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,8592548
DI - Banco Finandina,Demanda,7704494,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,59481916,58684808,29342404,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,8253354
DI - Banco Finandina,Demanda,7721138,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,55629778,53247948,26623974,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,7804913
DI - Banco Finandina,Demanda,7721140,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,54797504,52421106,26210553,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,7688145
DI - Banco Finandina,Demanda,7721165,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,55944464,53697225,26848613,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,7849064
DI - Banco Finandina,Demanda,7721220,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,55613399,53601068,26800534,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,11.79,7802615
DI - Banco Finandina,Demanda,7781946,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,30000000,29414898,14707449,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,7.94,2834580
DI - Banco Finandina,Demanda,7784128,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,32107465,30713231,15356616,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,8.2,3133046
DI - Banco Finandina,Demanda,7787954,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,70000000,68067517,34033759,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,11.66,9712780
DI - Banco Finandina,Demanda,7792607,Vigente,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,72000000,71511617,35755809,Diferencia en fecha y monto de desembolso,44456,Si,No aplica,11.66,9990288
DI - Banco Finandina,Demanda,7795181,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,20950196,20397869,10198935,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,2567866
DI - Banco Finandina,Demanda,7557663,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,112639085,106014448,53007224,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.61,14221698
DI - Banco Finandina,Demanda,7654083,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,87070923,81942453,40971227,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,12081439
DI - Banco Finandina,Demanda,7654867,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,72719563,67176196,33588098,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,11.66,10090130
DI - Banco Finandina,Demanda,7689290,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,50000000,49058294,24529147,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,11.66,6937700
DI - Banco Finandina,Demanda,7721269,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,50714429,40106150,20053075,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,7115285
DI - Banco Finandina,Demanda,7721276,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,53121335,48137154,24068577,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,7370798
DI - Banco Finandina,Demanda,7784174,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,35742626,34791698,17395849,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.2,4261879
DI - Banco Finandina,Demanda,7784188,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,44735948,42807476,21403738,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,5403431
DI - Banco Finandina,Demanda,7784217,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,28645060,27752557,13876279,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,10.15,3459894
DI - Banco Finandina,Demanda,7784229,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,40215498,39640505,19820253,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,4857429
DI - Banco Finandina,Demanda,7784239,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,38153491,37201251,18600626,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,4608369
DI - Banco Finandina,Demanda,7784598,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,35304995,33930000,16965000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,4264314
DI - Banco Finandina,Demanda,7784599,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,27779960,26233709,13116855,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,3355402
DI - Banco Finandina,Demanda,7784600,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,30142979,28999788,14499894,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,3640820
DI - Banco Finandina,Demanda,7784601,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,45790613,43781761,21890881,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,5612555
DI - Banco Finandina,Demanda,7784602,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,44198340,42614365,21307183,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,10.3,5417391
DI - Banco Finandina,Demanda,7784603,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,36488357,35510746,17755373,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,4472378
DI - Banco Finandina,Demanda,7784604,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,34775887,33446573,16723287,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,4262480
DI - Banco Finandina,Demanda,7784605,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,34106761,33140466,16570233,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,4180466
DI - Banco Finandina,Demanda,7784606,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,34162411,33332293,16666147,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,4187287
DI - Banco Finandina,Demanda,7784607,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,32041803,31284158,15642079,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,3927364
DI - Banco Finandina,Demanda,7784608,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,30891156,30016451,15008226,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,3786329
DI - Banco Finandina,Demanda,7784609,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,31119065,30387729,15193865,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,3814264
DI - Banco Finandina,Demanda,7784610,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,29293622,28470447,14235224,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,3590519
DI - Banco Finandina,Demanda,7784611,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,46681248,45610161,22805081,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,10.45,5805047
DI - Banco Finandina,Demanda,7784612,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,40917284,39078858,19539429,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.45,5088269
DI - Banco Finandina,Demanda,7784613,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,35156157,33835223,16917612,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.45,4371844
DI - Banco Finandina,Demanda,7784614,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,29520809,28764691,14382346,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.45,3671060
DI - Banco Finandina,Demanda,7784615,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,28170823,27049915,13524958,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.45,3503183
DI - Banco Finandina,Demanda,7784616,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,40218771,39319437,19659719,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,12.6,5771957
DI - Banco Finandina,Demanda,7794924,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,25461039,24745270,12372635,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,3075312
DI - Banco Finandina,Demanda,7794950,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,15487696,15103792,7551896,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,1870681
DI - Banco Finandina,Demanda,7794973,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,27054237,26263694,13131847,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,3316038
DI - Banco Finandina,Demanda,7795015,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,24960584,23931064,11965532,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,3059419
DI - Banco Finandina,Demanda,7795373,Anulada,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,85000000,85000000,34000000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,9.57,9680055
DI - Banco Finandina,Demanda,7795379,Anulada,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,78030000,78030000,31212000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,9.57,8886290
DI - Banco Finandina,Demanda,7795410,Anulada,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,64900000,64900000,25960000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,9.57,7391007
DI - Banco Finandina,Demanda,7216196,Anulada,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,35000000,32282026,12912810,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,9.57,3985905
DI - Banco Finandina,Demanda,7557789,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,91930651,85692550,42846275,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.45,11432036
DI - Banco Finandina,Demanda,7557846,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,106959055,104465367,52232684,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.61,13504543
DI - Banco Finandina,Demanda,7654342,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,38252068,5075688,2537844,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,5366803
DI - Banco Finandina,Demanda,7654349,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,73410531,69344899,34672450,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,11.66,10186005
DI - Banco Finandina,Demanda,7654361,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,72711848,68346917,34173459,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,10089060
DI - Banco Finandina,Demanda,7654397,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,75089062,70955260,35477630,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,10418908
DI - Banco Finandina,Demanda,7704496,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,68748792,65811834,32905917,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.79,9645524
DI - Banco Finandina,Demanda,7704503,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,43324031,41484171,20742086,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,6011383
DI - Banco Finandina,Demanda,7704511,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,25568669,24092202,12046101,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,3547755
DI - Banco Finandina,Demanda,7704513,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,19522742,19522742,9761371,Diferencia tipo de cartera entre los soportes,44456,Si,No aplica,11.66,2708859
DI - Banco Finandina,Demanda,7716251,Vigente,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,54406100,49834099,24917050,Diferencia en fecha y monto de desembolso,44456,Si,No aplica,11.66,7549064
DI - Banco Finandina,Demanda,7721035,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,55001286,52202485,26101243,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,7631648
DI - Banco Finandina,Demanda,7721054,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,51880252,49789235,24894618,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,7198592
DI - Banco Finandina,Demanda,7721073,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,31813570,31813569,15906785,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,11.79,4463476
DI - Banco Finandina,Demanda,7721088,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,48815516,46697258,23348629,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,11.79,6848866
DI - Banco Finandina,Demanda,7721097,Vigente,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,82632000,79962661,39981331,Diferencia en fecha y monto de desembolso,44456,Si,No aplica,11.66,11465521
DI - Banco Finandina,Demanda,7721107,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,55633283,53636919,26818460,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,7719341
DI - Banco Finandina,Demanda,7721120,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,56086644,54115094,27057547,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,11.79,7869012
DI - Banco Finandina,Demanda,7748299,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,67671000,67671000,33835500,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,9389622
DI - Banco Finandina,Demanda,7794868,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,23683324,22292474,11146237,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,6.33,1783994
DI - Banco Finandina,Demanda,7794887,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,26803546,26468073,13234037,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,10.2,3196001
DI - Banco Finandina,Demanda,7794889,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,14573081,14204359,7102180,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.2,1737665
DI - Banco Finandina,Demanda,7794896,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,11226481,10401597,5200799,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.2,1338623
DI - Banco Finandina,Demanda,7795313,Anulada,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,105000000,105000000,42000000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,9.57,11957715
DI - Banco Finandina,Demanda,7795319,Anulada,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,95000000,95000000,38000000,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,9.57,10818885
DI - Banco Finandina,Demanda,7803875,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,16000000,14987707,7493854,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,7.83,1490832
DI - Banco Finandina,Demanda,7803878,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,18000000,17480602,8740301,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,11.48,2459016
DI - Banco Finandina,Demanda,7803881,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,46668483,46014248,23007124,Diferencia tipo de cartera entre los soportes,44821,Si,No aplica,10.15,5636853
DI - Banco Finandina,Demanda,7061683,Vigente,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,60000000,51084331,20433732,Diferencia tipo de cartera entre los soportes,44456,Si,No aplica,9.67,6904380
DI - Banco Finandina,Demanda,7108115,Vigente,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,60000000,33464126,13385650,Diferencia tipo de cartera entre los soportes,44456,Si,No aplica,9.67,6904380
DI - Banco Finandina,Demanda,7118093,Vigente,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,37000000,31509576,12603830,Diferencia tipo de cartera entre los soportes,44456,Si,No aplica,9.67,4257701
DI - Banco Finandina,Demanda,7497018,Vigente,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,90000000,86941728,43470864,Diferencia en fecha y monto de desembolso,44456,Si,No aplica,11.66,12487860
DI - Banco Finandina,Demanda,7557722,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,112513689,105788841,52894421,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.61,14205866
DI - Banco Finandina,Demanda,7654130,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,85431140,80826866,40413433,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,11853912
DI - Banco Finandina,Demanda,7655286,Extinguida - Saldada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,73117928,68918075,34459038,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,11.79,10258518
DI - Banco Finandina,Demanda,7721366,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,56061338,53974613,26987307,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,7778735
DI - Banco Finandina,Demanda,7721382,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,49106181,46095046,23047523,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,6813679
DI - Banco Finandina,Demanda,7721410,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,29764873,29764873,14882437,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,4129995
DI - Banco Finandina,Demanda,7721430,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,50799348,49032530,24516265,Diferencia tipo de cartera entre los soportes,44456,NO,No aplica,13.64,8245547
DI - Banco Finandina,Demanda,7750182,Vigente,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,67190000,61791390,30895695,Diferencia en fecha y monto de desembolso,44456,Si,No aplica,11.66,9322881
DI - Banco Finandina,Demanda,7795075,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,24415172,23715829,11857915,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,2992568
DI - Banco Finandina,Demanda,7795112,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,23885315,23182798,11591399,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,2927623
DI - Banco Finandina,Demanda,7795130,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,23885315,13947088,6973544,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.3,2927623
DI - Banco Finandina,Demanda,7795414,Extinguida - Saldada,40,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,77520000,77520000,31008000,Diferencia en fecha y monto de desembolso,44821,Si,No aplica,9.57,8828210
DI - Banco Finandina,Demanda,7808678,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,88047143,85215956,42607978,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,10634774
DI - Banco Finandina,Demanda,7808684,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,110000000,110000000,55000000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,11.66,15262940
DI - Banco Finandina,Demanda,7808690,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO FINANDINA SA,143920000,143920000,71960000,Diferencia en fecha y monto de desembolso,44456,NO,No aplica,10.15,17383377
